name	indName	averagePayroll
sauk county	Mining, quarrying, and oil and gas extraction	7565000
sauk county	Other services (except public administration)	30921000
sauk county	Professional, scientific, and technical services	62707000
sauk county	Real estate and rental and leasing	7054000
sauk county	Retail trade	108470000
sauk county	Transportation and warehousing	34186000
sauk county	Wholesale trade	85963000
saunders county	Accommodation and food services	4516000
saunders county	Administrative and support and waste management and remediation services	2852000
saunders county	Arts, entertainment, and recreation	1369000
saunders county	Construction	25284000
saunders county	Educational services	1621000
saunders county	Finance and insurance	11824000
saunders county	Health care and social assistance	24242000
saunders county	Industries not classified	124000
saunders county	Information	1031000
saunders county	Manufacturing	21388000
saunders county	Other services (except public administration)	5439000
saunders county	Professional, scientific, and technical services	7194000
saunders county	Real estate and rental and leasing	974000
saunders county	Retail trade	17644000
saunders county	Transportation and warehousing	5894000
saunders county	Wholesale trade	13056000
sawyer county	Accommodation and food services	27407000
sawyer county	Administrative and support and waste management and remediation services	4485000
sawyer county	Agriculture, forestry, fishing and hunting	3334000
sawyer county	Arts, entertainment, and recreation	2062000
sawyer county	Construction	11708000
sawyer county	Educational services	9384000
sawyer county	Finance and insurance	8520000
sawyer county	Health care and social assistance	39015000
sawyer county	Information	1061000
sawyer county	Management of companies and enterprises	3378000
sawyer county	Manufacturing	46356000
sawyer county	Other services (except public administration)	6434000
sawyer county	Professional, scientific, and technical services	5546000
sawyer county	Real estate and rental and leasing	2108000
sawyer county	Retail trade	29928000
sawyer county	Transportation and warehousing	5017000
sawyer county	Utilities	2427000
sawyer county	Wholesale trade	3794000
schenectady county	Accommodation and food services	88543000
schenectady county	Administrative and support and waste management and remediation services	56370000
schenectady county	Arts, entertainment, and recreation	73867000
schenectady county	Construction	149575000
schenectady county	Educational services	71330000
schenectady county	Finance and insurance	157018000
schenectady county	Health care and social assistance	569620000
schenectady county	Information	55101000
schenectady county	Management of companies and enterprises	371630000
schenectady county	Manufacturing	409407000
schenectady county	Mining, quarrying, and oil and gas extraction	3665000
schenectady county	Other services (except public administration)	52978000
schenectady county	Professional, scientific, and technical services	611555000
schenectady county	Real estate and rental and leasing	22143000
schenectady county	Retail trade	205530000
schenectady county	Transportation and warehousing	89315000
schenectady county	Utilities	15728000
schenectady county	Wholesale trade	54939000
schleicher county	Construction	7090000
schleicher county	Finance and insurance	937000
schleicher county	Health care and social assistance	2519000
schleicher county	Mining, quarrying, and oil and gas extraction	5249000
schleicher county	Other services (except public administration)	334000
schleicher county	Professional, scientific, and technical services	262000
schleicher county	Retail trade	1061000
schleicher county	Transportation and warehousing	1756000
schley county	Accommodation and food services	486000
schley county	Administrative and support and waste management and remediation services	226000
schley county	Agriculture, forestry, fishing and hunting	1193000
schley county	Construction	286000
schley county	Health care and social assistance	868000
schley county	Manufacturing	17962000
schley county	Other services (except public administration)	924000
schley county	Professional, scientific, and technical services	192000
schley county	Retail trade	1858000
schley county	Wholesale trade	3335000
schoharie county	Accommodation and food services	10849000
schoharie county	Administrative and support and waste management and remediation services	4172000
